State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Punjab,500,500.0,99.48/7.4789,"Reissue of 7.41% Punjab SGS 2034 issued on June 14, 2023","Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Price based
Punjab,750,750.0,99.85/7.4892,"Reissue of 7.47% Punjab SGS 2034 issued on July 05, 2023","Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Price based
Punjab,750,750.0,99.88/7.4399,"Reissue of 7.43% Punjab SGS 2048 issued on July 05, 2023","Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Price based
Rajasthan,1000,1000.0,7.49,11,"Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Yield based
Rajasthan,1000,1000.0,107.02/7.4868,"Reissue of 8.28% Rajasthan SDL 2038 issued on June 06, 2018","Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Price based
Tamil Nadu,2000,2000.0,7.43,20,"Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Yield based
Tamil Nadu,2000,2000.0,7.43,30,"Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Yield based
Telangana,1000,1000.0,7.45,7,"Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Yield based
Telangana,1000,1000.0,7.45,17,"Aug 01, 2023",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=56131,Yield based
Andhra Pradesh,1000,1000.0,7.43,12,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Bihar,2000,2000.0,7.40,7,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Goa,100,100.0,7.41,10,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Kerala,1000,1000.0,7.36,18,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Maharashtra,2000,2000.0,99.54/7.3896,"Reissue of 7.32% Maharashtra SGS 2032 issued on May 31, 2023","Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Price based
Manipur,150,150.0,7.41,12,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Punjab,500,500.0,100.29/7.4299,"Reissue of 7.47% Punjab SGS 2034 issued on July 05, 2023","Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Price based
Punjab,250,250.0,100.79/7.3598,"Reissue of 7.43% Punjab SGS 2048 issued on July 05, 2023","Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Price based
Rajasthan,1500,1500.0,7.41,10,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Rajasthan,1000,1000.0,7.36,18,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Tamil Nadu,2000,2000.0,7.39,10,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Tamil Nadu,3000,3000.0,7.36,20,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Uttar Pradesh,3000,3000.0,7.40,10,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
West Bengal,1500,1500.0,7.36,18,"Jul 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56094,Yield based
Andhra Pradesh,1000,1000.0,7.36,15,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Bihar,2000,2000.0,7.37,7,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Goa,100,100.0,7.38,10,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Kerala,1500,1500.0,7.36,15,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Maharashtra,2000,2000.0,99.81/7.3600,"Reissue of 7.33% Maharashtra SGS 2031 issued on May 31, 2023","Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Price based
Mizoram,80,80.0,7.36,15,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Punjab,250,250.0,100.51/7.4006,"Reissue of 7.47% Punjab SGS 2034 issued on July 05, 2023","Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Price based
Punjab,500,500.0,100.90/7.3504,"Reissue of 7.43% Punjab SGS 2048 issued on July 05, 2023","Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Price based
Tamil Nadu,3000,3000.0,7.35,10,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Telangana,1000,1000.0,7.34,21,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Telangana,1000,1000.0,7.34,23,"Jul 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56063,Yield based
Andhra Pradesh,1000,1000.0,7.43,18,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Andhra Pradesh,1000,1000.0,7.43,19,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Haryana,1000,1000.0,7.44,9,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Haryana,1000,1000.0,7.47,12,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Jammu and Kashmir,400,400.0,7.44,15,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Kerala,1000,1000.0,7.42,20,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Punjab,500,500.0,100.00/7.4697,"Reissue of 7.47% Punjab SGS 2034 issued on July 05, 2023","Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Price based
Punjab,500,500.0,100.13/7.4183,"Reissue of 7.43% Punjab SGS 2048 issued on July 05, 2023","Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Price based
Tamil Nadu,3000,3000.0,7.42,10,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Telangana,1000,1000.0,7.44,16,"Jul 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=56028,Yield based
Andhra Pradesh,1000,1000.0,7.46,11,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Andhra Pradesh,1000,1000.0,7.52,16,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Andhra Pradesh,1000,1000.0,7.46,20,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Assam,1000,1000.0,7.45,10,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Himachal Pradesh,500,500.0,7.45,10,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Himachal Pradesh,500,500.0,7.50,15,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Kerala,2000,2000.0,7.47,19,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Meghalaya,200,200.0,7.44,8,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Punjab,500,500.0,7.47,11,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Punjab,500,500.0,7.43,25,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Rajasthan,1000,1000.0,7.44,10,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Rajasthan,1000,1000.0,7.43,25,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Tamil Nadu,2000,2000.0,7.44,10,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Tamil Nadu,2000,2000.0,7.45,20,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Telangana,1000,1000.0,7.47,18,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Telangana,1000,1000.0,7.43,27,"Jul 04, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55980,Yield based
Andhra Pradesh,500,500.0,7.43,16,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Andhra Pradesh,500,500.0,7.42,18,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Andhra Pradesh,1000,1000.0,7.42,20,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Chhattisgarh,1000,1000.0,7.40,7,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Chhattisgarh,1000,1000.0,7.42,8,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Goa,100,100.0,7.47,15,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Gujarat,1000,1000.0,7.38,7,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Haryana,1000,1000.0,7.40,10,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Kerala,1000,1000.0,7.39,29,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Maharashtra,2500,2500.0,7.40,8,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Maharashtra,2500,2500.0,7.40,9,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Meghalaya,350,350.0,7.42,9,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Punjab,2500,2500.0,7.45,11,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Rajasthan,1000,1000.0,7.39,25,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Rajasthan,500,500.0,104.25/7.4173,"Reissue of 7.82% Rajasthan SDL 2044 issued on August 03, 2022","Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Price based
Tamil Nadu,2000,2000.0,7.42,20,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Tamil Nadu,2000,2000.0,7.39,30,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Telangana,1000,1000.0,7.40,22,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Telangana,1000,1000.0,7.39,28,"Jun 27, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55932,Yield based
Andhra Pradesh,500,500.0,7.40,9,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Andhra Pradesh,500,500.0,7.35,17,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Jammu and Kashmir,500,500.0,7.36,12,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Mizoram,100,100.0,7.36,15,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Tamil Nadu,2000,2000.0,7.39,10,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Tamil Nadu,2000,2000.0,7.34,20,"Jun 20, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55890,Yield based
Andhra Pradesh,500,500.0,7.39,12,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Andhra Pradesh,500,500.0,7.36,15,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Goa,100,100.0,7.36,10,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Gujarat,1000,1000.0,7.22,5,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Haryana,750,750.0,7.34,8,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Haryana,750,750.0,7.36,10,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Madhya Pradesh,4000,4000.0,7.40,11,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Maharashtra,2500,2500.0,7.34,8,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Maharashtra,2500,2500.0,7.35,9,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Nagaland,150,150.0,7.37,10,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Punjab,800,800.0,7.41,11,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Tamil Nadu,2000,2000.0,7.35,10,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Tamil Nadu,2000,2000.0,7.35,20,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Telangana,1500,1500.0,7.36,18,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Telangana,1000,1000.0,7.35,22,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Uttar Pradesh,2500,2500.0,7.41,11,"Jun 13, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55849,Yield based
Andhra Pradesh,500,500.0,7.33,10,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Andhra Pradesh,1000,1000.0,7.36,14,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Andhra Pradesh,500,500.0,7.33,19,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Andhra Pradesh,1000,1000.0,7.33,20,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Assam,1000,1000.0,7.34,10,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Chhattisgarh,1000,1000.0,7.29,7,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Gujarat,1000,1000.0,7.18,5,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Haryana,1000,1000.0,7.32,10,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Himachal Pradesh,300,300.0,7.26,6,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Himachal Pradesh,500,500.0,7.29,8,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Jammu and Kashmir,1000,1000.0,7.37,15,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Kerala,2000,2000.0,7.29,28,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Punjab,1000,1000.0,99.90/7.3809,"Reissue of 7.37% Punjab SGS 2038 issued on May 31, 2023","Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Price based
Rajasthan,1000,1000.0,7.34,10,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Rajasthan,1000,1000.0,103.79/7.4105,"Reissue of 7.85% Rajasthan SDL 2037 issued on June 22, 2022","Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Price based
Tamil Nadu,2000,2000.0,7.29,30,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Telangana,1500,1500.0,7.39,16,"Jun 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55799,Yield based
Andhra Pradesh,1000,1000.0,7.37,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Andhra Pradesh,1000,1000.0,7.38,12,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Haryana,1000,1000.0,7.29,6,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Haryana,1000,1000.0,7.36,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Kerala,2000,2000.0,7.32,30,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Madhya Pradesh,2000,2000.0,7.36,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Maharashtra,3000,3000.0,7.33,8,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Maharashtra,3000,3000.0,7.32,9,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Manipur,150,150.0,7.39,12,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Meghalaya,150,150.0,7.36,9,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Mizoram,125,125.0,7.43,13,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Mizoram,125,125.0,7.43,14,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Nagaland,200,200.0,7.37,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Punjab,1500,1500.0,7.37,15,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Rajasthan,1000,1000.0,7.36,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Rajasthan,1500,1500.0,7.35,20,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Rajasthan,1500,1500.0,104.07/7.4479,"Reissue of 7.87% Rajasthan SGS 2040 issued on October 27, 2022","May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Price based
Sikkim,300,300.0,7.37,10,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Tamil Nadu,2000,2000.0,7.32,30,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Telangana,1000,1000.0,7.32,26,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
West Bengal,2000,2000.0,7.36,20,"May 30, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55755,Yield based
Andhra Pradesh,1000,1000.0,7.36,11,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Andhra Pradesh,1000,1000.0,7.30,15,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Assam,1000,1000.0,7.34,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Haryana,500,500.0,7.16,4,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Haryana,500,1000.0,7.35,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Jammu and Kashmir,800,800.0,7.37,12,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Kerala,500,500.0,7.29,26,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Maharashtra,3000,3000.0,7.20,5,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Maharashtra,3000,3000.0,7.26,7,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Nagaland,250,250.0,7.33,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Rajasthan,500,500.0,7.34,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Rajasthan,1000,1000.0,103.29/7.3298,"Reissue of 7.82% Rajasthan SGS 2032 issued on November 02, 2022","May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Price based
Tamil Nadu,3000,3000.0,7.32,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Uttar Pradesh,2000,2000.0,7.33,10,"May 23, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55722,Yield based
Andhra Pradesh,1000,1000.0,7.35,16,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Andhra Pradesh,1000,1000.0,7.32,20,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Assam,1000,1000.0,7.37,10,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Gujarat,1500,1500.0,7.27,8,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Tamil Nadu,2000,2000.0,7.33,10,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Telangana,2000,2000.0,7.32,25,"May 16, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55686,Yield based
Andhra Pradesh,1000,1000.0,7.34,6,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Andhra Pradesh,500,500.0,7.40,8,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Andhra Pradesh,500,500.0,7.39,10,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Andhra Pradesh,500,500.0,7.38,17,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Andhra Pradesh,1000,1000.0,7.37,20,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Assam,1000,1000.0,7.40,10,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Haryana,1000,1000.0,7.39,8,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Punjab,1000,1000.0,101.97/7.3991,"Reissue of 7.62% Punjab SGS 2038 issued on April 19, 2023","May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Price based
Punjab,1200,1200.0,101.04/7.3695,"Reissue of 7.47% Punjab SGS 2043 issued on May 03, 2023","May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Price based
Tamil Nadu,2000,2000.0,7.39,10,"May 09, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55651,Yield based
Kerala,1500,1500.0,7.46,25,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Manipur,200,200.0,7.49,12,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Punjab,1000,1500.0,7.47,20,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
