State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Punjab,1000,1000.0,100.89/7.4606,"Reissue of 7.59% Punjab SGS 2033 issued on April 12, 2023","May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Price based
Punjab,1000,500.01,101.44/7.4581,"Reissue of 7.62% Punjab SGS 2038 issued on April 19, 2023","May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Price based
Rajasthan,1500,1500.0,7.45,10,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Rajasthan,1000,1000.0,103.11/7.4191,"Reissue of 8.07% Rajasthan SDL 2029 issued on May 08, 2019","May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Price based
Tamil Nadu,2000,2000.0,7.44,10,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Telangana,1000,1000.0,7.46,25,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Uttar Pradesh,2000,2000.0,7.45,10,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
West Bengal,2000,2000.0,7.47,20,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
West Bengal,1000,1000.0,7.46,23,"May 02, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55607,Yield based
Andhra Pradesh,1000,1000.0,7.41,7,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Andhra Pradesh,1000,1000.0,7.43,8,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Andhra Pradesh,1000,1000.0,7.47,14,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Gujarat,1000,1000.0,7.38,7,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Haryana,1000,1000.0,7.39,6,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Telangana,1000,1000.0,7.43,10,"Apr 25, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55572,Yield based
Haryana,1000,1000.0,7.50,7,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Punjab,1000,1000.0,7.62,15,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Rajasthan,1500,1500.0,7.56,10,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Rajasthan,1500,1500.0,7.61,20,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Rajasthan,1500,1500.0,7.59,25,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Telangana,1000,1000.0,7.61,21,"Apr 18, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55526,Yield based
Assam,1000,1000.0,7.58,10,"Apr 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55497,Yield based
Maharashtra,1500,1500.0,7.36,5,"Apr 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55497,Yield based
Maharashtra,1500,1500.0,7.49,7,"Apr 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55497,Yield based
Nagaland,300,300.0,7.58,10,"Apr 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55497,Yield based
Punjab,1500,1500.0,7.59,10,"Apr 11, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55497,Yield based
Andhra Pradesh,1000,1000.0,7.60,6,"Apr 05, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55462,Yield based
Andhra Pradesh,1000,1000.0,7.70,9,"Apr 05, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55462,Yield based
Andhra Pradesh,1000,1000.0,7.71,10,"Apr 05, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55462,Yield based
Chhattisgarh,2000,2000.0,7.75,8,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Gujarat,500,500.0,7.49,5,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Haryana,1000,1000.0,7.74,8,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Haryana,1658,1658.0,7.77,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Himachal Pradesh,700,700.0,7.75,9,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Himachal Pradesh,1000,1000.0,7.79,15,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Jammu and Kashmir,727.72,727.72,7.80,12,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Kerala,2263,2263.0,7.83,16,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Kerala,1037,1037.0,7.76,28,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Kerala,2000,2000.0,7.76,35,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Madhya Pradesh,1000,1000.0,7.77,24,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Maharashtra,3000,3000.0,7.73,9,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Nagaland,91,91.0,7.75,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Punjab,2563,2563.0,7.97,15,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Rajasthan,2000,2000.0,7.78,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Rajasthan,2000,2000.0,7.84,18,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Rajasthan,2262,2262.0,7.83,27,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Sikkim,100,100.0,7.75,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Tamil Nadu,2000,2000.0,7.76,30,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Uttar Pradesh,3000,3000.0,7.79,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Uttar Pradesh,2612,2612.0,7.81,11,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Uttarakhand,700,700.0,7.76,10,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
West Bengal,3000,3500.0,7.89,17,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
West Bengal,3000,3500.0,7.85,19,"Mar 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55426,Yield based
Andhra Pradesh,760,760.0,7.70,7,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Andhra Pradesh,1000,1000.0,7.73,9,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Gujarat,500,500.0,7.35,3,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Gujarat,500,500.0,7.72,11,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Gujarat,1000,1500.0,7.73,13,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Haryana,1000,1000.0,7.66,6,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Haryana,1000,1000.0,7.72,9,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Himachal Pradesh,600,600.0,7.72,8,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Himachal Pradesh,900,900.0,7.76,10,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Jammu and Kashmir,500,500.0,7.79,12,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Madhya Pradesh,4000,4000.0,7.74,20,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Maharashtra,2500,2500.0,7.72,9,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Maharashtra,2500,2500.0,7.73,11,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Punjab,2500,2500.0,7.74,16,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Rajasthan,1000,1000.0,7.77,10,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Rajasthan,1000,1000.0,7.74,17,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Rajasthan,1061,1061.0,7.74,26,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Telangana,1500,1500.0,7.78,11,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Telangana,1000,1000.0,7.74,25,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Uttar Pradesh,3000,3000.0,7.78,12,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Uttar Pradesh,2500,2500.0,7.78,13,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
West Bengal,2500,2500.0,7.74,18,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
West Bengal,2500,2500.0,7.74,20,"Mar 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55392,Yield based
Assam,1000,1000.0,7.72,10,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Bihar,1800,1800.0,7.73,10,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Gujarat,1000,1000.0,7.68,10,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Gujarat,1000,1500.0,7.72,12,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Haryana,2000,2000.0,7.70,9,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Kerala,1500,1500.0,7.66,27,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Madhya Pradesh,2158,2158.0,7.38,2,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Madhya Pradesh,2000,2000.0,7.66,25,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Maharashtra,2500,2500.0,7.69,8,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Maharashtra,2500,2500.0,7.66,10,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Mizoram,125,125.0,7.74,15,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Punjab,2000,1836.948,99.58/7.7357,"Reissue of 7.69% Punjab SGS 2039 issued on March 01, 2023","Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Price based
Tamil Nadu,3000,3000.0,7.67,30,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Tamil Nadu,3000,3000.0,95.87/7.6875,"Reissue of 7.33% Tamil Nadu SDL 2052 issued on March 09, 2022","Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Price based
Telangana,650,650.0,7.69,9,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Uttar Pradesh,3000,3000.0,7.73,10,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Uttar Pradesh,3000,3000.0,7.74,14,"Mar 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55366,Yield based
Andhra Pradesh,958,958.0,7.70,6,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Bihar,2000,2000.0,7.71,10,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Gujarat,1000,1000.0,7.52,2,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Gujarat,1000,1500.0,7.71,11,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Jammu and Kashmir,500,500.0,7.77,12,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Madhya Pradesh,3000,3000.0,7.77,20,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Maharashtra,2000,2000.0,7.70,8,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Maharashtra,2000,2000.0,7.70,10,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Tamil Nadu,3000,3000.0,7.57,30,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Tamil Nadu,3000,3000.0,93.73/7.5696,"Reissue of 7.03% Tamil Nadu SDL 2051 issued on June 02, 2021","Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Price based
Telangana,500,500.0,7.73,11,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Telangana,500,500.0,7.72,23,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Uttar Pradesh,2500,2500.0,7.75,12,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Uttar Pradesh,2500,2500.0,7.75,15,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
West Bengal,2000,2000.0,7.75,16,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
West Bengal,2500,2500.0,7.79,19,"Mar 06, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55334,Yield based
Andhra Pradesh,500,500.0,7.70,5,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Andhra Pradesh,900,900.0,7.74,9,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Andhra Pradesh,1000,1000.0,7.77,17,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Andhra Pradesh,500,500.0,7.69,20,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Bihar,2000,2000.0,7.72,10,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Gujarat,1500,1500.0,7.71,10,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Haryana,2000,2000.0,7.73,9,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Kerala,1000,1000.0,7.58,26,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Madhya Pradesh,3000,3000.0,7.69,20,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Maharashtra,2500,2500.0,7.72,8,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Maharashtra,2500,2500.0,7.74,10,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Manipur,200,200.0,7.76,12,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Punjab,500,500.0,7.69,16,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Punjab,1500,1500.0,99.10/7.6884,"Reissue of 7.59% Punjab SGS 2039 issued on February 22, 2023","Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Price based
Rajasthan,1000,1000.0,7.69,16,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Rajasthan,983,983.0,7.58,25,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Tamil Nadu,2000,2000.0,7.69,20,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Tamil Nadu,3000,3000.0,7.56,30,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Telangana,1000,1000.0,7.58,22,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Uttarakhand,750,750.0,7.74,10,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
West Bengal,2000,2000.0,7.69,16,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
West Bengal,2500,2500.0,7.69,19,"Feb 28, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55298,Yield based
Andhra Pradesh,1000,1000.0,7.70,07,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Andhra Pradesh,1000,1000.0,7.71,10,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Bihar,2000,2000.0,7.68,10,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Gujarat,1000,1000.0,7.66,07,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Haryana,1000,1000.0,7.65,10,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Himachal Pradesh,1300,1300.0,7.59,15,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Madhya Pradesh,3000,3000.0,7.59,15,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Punjab,500,1000.0,7.59,16,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Sikkim,437,437.0,7.66,10,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Tamil Nadu,2000,2000.0,7.53,30,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Tamil Nadu,2000,2000.0,97.67/7.5281,"Reissue of 7.33% Tamil Nadu SDL 2052 issued on March 09, 2022","Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Price based
Uttar Pradesh,3500,3500.0,7.66,10,"Feb 21, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55261,Yield based
Assam,800,800.0,7.71,10,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Bihar,2000,2000.0,7.72,10,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Gujarat,1000,1000.0,7.68,7,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Haryana,1000,1000.0,7.70,8,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Madhya Pradesh,3000,3000.0,7.62,11,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Manipur,200,200.0,7.62,12,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Mizoram,100,100.0,7.62,13,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Puducherry,250,250.0,7.62,12,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Puducherry,250,250.0,7.59,18,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Punjab,800,800.0,100.28/7.5984,"Reissue of '7.63% Punjab SGS 2039' issued on November 30, 2022","Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Price based
Telangana,500,500.0,7.59,17,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Uttar Pradesh,2000,2000.0,7.66,10,"Feb 14, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55216,Yield based
Assam,800,800.0,7.67,10,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Bihar,2000,2000.0,7.66,10,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Gujarat,1500,1500.0,7.60,12,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Jammu and Kashmir,500,500.0,7.60,12,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Jharkhand,1000,1000.0,7.63,7,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Madhya Pradesh,3000,3000.0,7.64,10,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Punjab,1200,1200.0,100.38/7.5878,"Reissue of 7.63% Punjab SGS 2039 issued on November 30, 2022","Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Price based
Rajasthan,1000,1000.0,7.56,25,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Tamil Nadu,3000,3000.0,7.55,30,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Telangana,500,500.0,7.61,9,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Telangana,500,500.0,7.64,10,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Telangana,1000,1000.0,7.56,25,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
Uttarakhand,750,750.0,7.67,10,"Feb 07, 2023",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=55174,Yield based
